"disease","lag","RR","RR_low","RR_high","p","Qaic"
"FLU",1,0.965535175895019,0.885871175859852,1.05072923613271,0.420670621637055,29059.5793323419
"FLU",2,1.006750240966,0.924631940587805,1.09452936627014,0.875788203929863,28833.9141805788
"FLU",3,0.917452089834256,0.83962095521505,1.00082763357744,0.054821263457963,29659.4622643255
"FLU",4,1.01216522968024,0.927580034373006,1.10272709717583,0.784089204852479,30131.9408284843
"FLU",5,1.01289787117035,0.927974029657127,1.10388356901048,0.772317440712575,29708.7413646149
